TABLO-3 2024 Yýlý Merkezi Yerleþtirme Ýle Öðrenci Alan Yükseköðretim Ön Lisans Programlarý;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;Genel Kontenjan;;;;Okul Birincisi Kontenjaný;;;;Depremzede Aday Kontenjaný;;;;34 Yaþ Üstü Kadýn Kontenjaný;;;;Þehit Yakýný-Gazi/Gazi Yakýný Kontenjaný;;;
100250291;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Aþçýlýk;TYT;30;31;287,51114;404,78906;1;0;--;--;8;8;281,41353;286,44318;1;1;272,22026;272,22026;--;--;--;--
100250697;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Dýþ Ticaret;TYT;30;31;246,62399;286,66846;1;0;--;--;8;8;241,43915;246,54456;1;1;217,94227;217,94227;--;--;--;--
100250404;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;30;31;246,93129;312,14662;1;0;--;--;8;8;241,83048;245,40038;1;1;224,27909;224,27909;--;--;--;--
100250034;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Kooperatifçilik;TYT;30;31;233,87426;285,10933;1;0;--;--;8;8;232,83206;233,81446;1;1;230,81837;230,81837;--;--;--;--
100250361;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;30;31;258,99048;308,53382;1;0;--;--;8;8;252,09522;258,16451;1;1;251,35740;251,35740;--;--;--;--
100250758;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Özel Güvenlik ve Koruma;TYT;30;31;282,20628;352,77116;1;0;--;--;8;8;277,47177;281,83852;1;1;235,67292;235,67292;--;--;--;--
100250079;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Pazarlama;TYT;30;31;238,41562;309,17261;1;0;--;--;8;8;235,94584;238,27828;1;1;229,13608;229,13608;--;--;--;--
100250104;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Sosyal Bilimler Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði;TYT;30;31;250,63979;358,03244;1;0;--;--;8;8;244,84580;250,60351;1;1;240,13418;240,13418;--;--;--;--
100250494;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;40;41;292,14449;392,04865;1;0;--;--;10;10;286,04977;292,04799;1;1;260,74673;260,74673;--;--;--;--
100250264;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Elektrik;TYT;30;31;284,09728;409,08836;1;0;--;--;8;8;274,16189;283,01966;1;1;192,18179;192,18179;--;--;--;--
100250273;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Gýda Teknolojisi;TYT;30;31;248,71838;288,19184;1;0;--;--;8;8;241,51921;248,42098;1;1;243,20294;243,20294;--;--;--;--
100250634;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Giyim Üretim Teknolojisi;TYT;30;31;236,36452;276,08521;1;0;--;--;8;8;231,14508;234,84452;1;1;227,57048;227,57048;--;--;--;--
100250431;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;30;31;266,47299;342,35248;1;0;--;--;8;8;258,39578;266,26336;1;1;239,78498;239,78498;--;--;--;--
100250679;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Kimya Teknolojisi;TYT;30;31;246,77040;287,11490;1;0;--;--;8;8;239,51724;244,59735;1;1;212,24510;212,24510;--;--;--;--
100250519;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Makine;TYT;30;31;261,10286;338,65446;1;0;--;--;8;8;255,45198;260,04429;1;1;224,11061;224,11061;--;--;--;--
100250043;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Mimari Dekoratif Sanatlar;TYT;30;31;237,92026;299,42491;1;0;--;--;8;8;233,85820;237,74688;1;1;229,64397;229,64397;--;--;--;--
100250052;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Mobilya ve Dekorasyon;TYT;25;26;238,34811;407,60411;1;0;--;--;6;6;234,41771;238,02300;1;1;222,42947;222,42947;--;--;--;--
100250352;DEVLET;ADIYAMAN ÜNÝVERSÝTESÝ;Teknik Bilimler Meslek Yüksekokulu;Sondaj Teknolojisi;TYT;25;26;249,83632;300,35220;1;0;--;--;6;6;245,61666;249,42405;1;1;228,31779;228,31779;--;--;--;--
100450014;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Aþçýlýk;TYT;60;60;297,27588;384,08417;2;2;264,51876;281,57155;--;--;--;--;2;2;254,18662;297,09161;--;--;--;--
100451569;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;60;62;309,14040;376,67222;2;0;--;--;--;--;--;--;2;2;183,96241;186,14323;--;--;--;--
100450226;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Biyomedikal Cihaz Teknolojisi;TYT;65;67;284,49981;324,72584;2;0;--;--;--;--;--;--;2;2;210,74723;218,62972;--;--;--;--
100451772;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Büro Yönetimi ve Yönetici Asistanlýðý;TYT;55;57;277,40230;361,09028;2;0;--;--;--;--;--;--;2;2;244,88933;246,24928;--;--;--;--
100490179;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Çocuk Geliþimi;TYT;60;61;300,94791;363,52308;2;1;286,51802;286,51802;--;--;--;--;2;2;243,06989;243,33490;--;--;--;--
100450041;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Elektrik;TYT;40;41;291,00244;391,01326;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
100451506;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Elektronik Teknolojisi;TYT;30;31;279,35679;374,95607;1;0;--;--;--;--;--;--;1;1;218,06362;218,06362;--;--;--;--
100451296;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Et ve Ürünleri Teknolojisi;TYT;30;31;232,95059;388,75911;1;0;--;--;--;--;--;--;1;1;226,06380;226,06380;--;--;--;--
100450077;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Gýda Teknolojisi;TYT;50;52;270,69430;367,40949;2;0;--;--;--;--;--;--;2;2;235,46159;254,29973;--;--;--;--
100490235;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Hibrid ve Elektrikli Taþýtlar Teknolojisi;TYT;40;40;306,18321;364,93079;1;1;247,38349;247,38349;--;--;--;--;1;1;215,04235;215,04235;--;--;--;--
100490185;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Ýç Mekan Tasarýmý;TYT;40;41;285,31459;331,74414;1;0;--;--;--;--;--;--;1;1;208,19801;208,19801;--;--;--;--
100451445;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;60;62;257,72129;363,69237;2;0;--;--;--;--;--;--;2;2;224,84830;228,09794;--;--;--;--
100451348;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;40;41;263,16257;287,37340;1;0;--;--;--;--;--;--;1;1;226,65194;226,65194;--;--;--;--
100490180;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Makine;TYT;40;40;281,98077;367,66782;1;1;277,42032;277,42032;--;--;--;--;1;0;--;--;--;--;--;--
100490210;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Mermer Teknolojisi;TYT;20;21;243,73777;297,81070;1;0;--;--;--;--;--;--;1;1;223,65381;223,65381;--;--;--;--
100451224;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Mimari Restorasyon;TYT;60;62;254,76549;337,42858;2;0;--;--;--;--;--;--;2;2;218,32167;219,60105;--;--;--;--
100451233;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;60;62;272,36822;327,43858;2;0;--;--;--;--;--;--;2;2;222,26178;255,99925;--;--;--;--
100450138;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Pazarlama;TYT;30;31;256,89667;316,69268;1;0;--;--;--;--;--;--;1;1;218,23129;218,23129;--;--;--;--
100451887;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Radyo ve Televizyon Programcýlýðý;TYT;50;52;258,65872;311,61735;2;0;--;--;--;--;--;--;2;2;202,37391;206,76935;--;--;--;--
100452028;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Raylý Sistemler Yol Teknolojisi;TYT;40;41;282,15821;341,93433;1;0;--;--;--;--;--;--;1;1;166,95907;166,95907;--;--;--;--
100450174;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Turizm ve Otel Ýþletmeciliði;TYT;60;62;259,71504;361,67252;2;0;--;--;--;--;--;--;2;2;211,84608;212,55538;--;--;--;--
100450183;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Afyon Meslek Yüksekokulu;Yerel Yönetimler;TYT;60;62;248,55115;276,90400;2;0;--;--;--;--;--;--;2;2;234,82586;239,62605;--;--;--;--
100451145;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Baþmakçý Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;30;31;242,93164;307,16861;1;0;--;--;--;--;--;--;1;1;224,82097;224,82097;--;--;--;--
100490208;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Baþmakçý Meslek Yüksekokulu;Dýþ Ticaret;TYT;20;21;239,55685;312,50855;1;0;--;--;--;--;--;--;1;1;229,57688;229,57688;--;--;--;--
100451499;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bayat Meslek Yüksekokulu;Ýnsan Kaynaklarý Yönetimi;TYT;30;31;244,39954;271,75208;1;0;--;--;--;--;--;--;1;1;211,79821;211,79821;--;--;--;--
100451948;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bayat Meslek Yüksekokulu;Laborant ve Veteriner Saðlýk;TYT;55;57;274,00856;319,46897;2;0;--;--;--;--;--;--;2;2;224,43082;263,44761;--;--;--;--
100450305;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;60;62;248,32349;301,96365;2;0;--;--;--;--;--;--;2;2;233,68034;234,10489;--;--;--;--
100450465;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;60;62;272,33529;321,28955;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100451781;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Büro Yönetimi ve Yönetici Asistanlýðý;TYT;20;21;256,01141;308,52003;1;0;--;--;--;--;--;--;1;1;200,96849;200,96849;--;--;--;--
100490186;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Çaðrý Merkezi Hizmetleri;TYT;30;31;251,11607;297,36116;1;0;--;--;--;--;--;--;1;1;242,14945;242,14945;--;--;--;--
100450332;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Dýþ Ticaret;TYT;20;21;249,44649;289,11928;1;0;--;--;--;--;--;--;1;1;224,54706;224,54706;--;--;--;--
100451896;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Doðalgaz ve Tesisatý Teknolojisi;TYT;20;21;246,76757;311,15296;1;0;--;--;--;--;--;--;1;1;207,92260;207,92260;--;--;--;--
100450359;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Elektrik;TYT;40;41;260,99969;333,75353;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
100450368;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Gýda Teknolojisi;TYT;50;52;240,78053;322,70888;2;0;--;--;--;--;--;--;2;2;209,75507;214,49966;--;--;--;--
100451454;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;40;41;237,87790;390,02860;1;0;--;--;--;--;--;--;1;1;224,85636;224,85636;--;--;--;--
100450438;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Makine;TYT;40;41;261,56121;357,43169;1;0;--;--;--;--;--;--;1;1;223,30817;223,30817;--;--;--;--
100451648;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Mekatronik;TYT;40;41;266,85953;335,71441;1;0;--;--;--;--;--;--;1;0;--;--;--;--;--;--
100451242;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Bolvadin Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;25;26;243,96713;280,75670;1;0;--;--;--;--;--;--;1;1;216,88956;216,88956;--;--;--;--
100451093;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Çay Meslek Yüksekokulu;Çocuk Geliþimi;TYT;80;81;272,61397;316,20964;2;1;244,42303;244,42303;--;--;--;--;2;2;234,01827;240,45274;--;--;--;--
100450474;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Çay Meslek Yüksekokulu;Elektrik;TYT;40;40;255,50045;347,17907;1;1;231,19249;231,19249;--;--;--;--;1;1;212,21455;212,21455;--;--;--;--
100451303;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Çay Meslek Yüksekokulu;Kimya Teknolojisi;TYT;30;31;248,66306;297,03741;1;0;--;--;--;--;--;--;1;1;209,34531;209,34531;--;--;--;--
100451251;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Çay Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;20;21;241,27301;289,26804;1;0;--;--;--;--;--;--;1;1;232,93278;232,93278;--;--;--;--
100451339;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Çay Meslek Yüksekokulu;Otomotiv Teknolojisi;TYT;40;41;254,51618;328,72674;1;0;--;--;--;--;--;--;1;1;209,73551;209,73551;--;--;--;--
100451136;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dazkýrý Meslek Yüksekokulu;Elektrik;TYT;40;41;252,46728;293,66569;1;0;--;--;--;--;--;--;1;1;185,20509;185,20509;--;--;--;--
100490224;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dazkýrý Meslek Yüksekokulu;Ýnþaat Teknolojisi;TYT;25;26;235,59861;272,89074;1;0;--;--;--;--;--;--;1;1;221,48087;221,48087;--;--;--;--
100451578;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;50;52;271,30191;316,00211;2;0;--;--;--;--;--;--;2;2;201,61916;213,82748;--;--;--;--
100490263;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Meslek Yüksekokulu;Ceza Ýnfaz ve Güvenlik Hizmetleri;TYT;30;31;301,20587;347,26214;1;0;--;--;--;--;--;--;1;1;217,73261;217,73261;--;--;--;--
100451903;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Meslek Yüksekokulu;Moda Tasarýmý;TYT;20;21;244,47634;278,18693;1;0;--;--;--;--;--;--;1;1;232,93055;232,93055;--;--;--;--
100451269;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Dinar Meslek Yüksekokulu;Muhasebe ve Vergi Uygulamalarý;TYT;25;26;242,21793;340,57783;1;0;--;--;--;--;--;--;1;1;216,78793;216,78793;--;--;--;--
100490188;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Aþçýlýk;TYT;40;41;280,26491;368,13212;1;0;--;--;--;--;--;--;1;1;245,85237;245,85237;--;--;--;--
100451763;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;40;41;247,03615;289,52928;1;0;--;--;--;--;--;--;1;1;210,12686;210,12686;--;--;--;--
100451587;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;50;52;267,27287;304,19994;2;0;--;--;--;--;--;--;2;1;201,27593;201,27593;--;--;--;--
100451754;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Dýþ Ticaret;TYT;30;31;240,47047;283,49743;1;0;--;--;--;--;--;--;1;1;226,59975;226,59975;--;--;--;--
100450589;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Harita ve Kadastro;TYT;40;41;251,96494;319,37781;1;0;--;--;--;--;--;--;1;1;241,73899;241,73899;--;--;--;--
100490195;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Laborant ve Veteriner Saðlýk;TYT;50;52;278,26424;339,87311;2;0;--;--;--;--;--;--;2;2;233,55976;250,33253;--;--;--;--
100451815;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Emirdað Meslek Yüksekokulu;Yapý Denetimi;TYT;30;31;235,48164;252,35312;1;0;--;--;--;--;--;--;1;1;232,50252;232,50252;--;--;--;--
100451824;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýscehisar Meslek Yüksekokulu;Ýþ Makineleri Operatörlüðü;TYT;25;25;271,14285;306,44134;1;1;203,24010;203,24010;--;--;--;--;1;1;194,22292;194,22292;--;--;--;--
100490225;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýscehisar Meslek Yüksekokulu;Kuyumculuk ve Taký Tasarýmý;TYT;30;31;234,09240;283,00427;1;0;--;--;--;--;--;--;1;1;233,22049;233,22049;--;--;--;--
100490198;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýscehisar Meslek Yüksekokulu;Makine Resim ve Konstrüksiyonu;TYT;30;31;248,57060;275,95710;1;0;--;--;--;--;--;--;1;1;221,64003;221,64003;--;--;--;--
100490205;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Ýscehisar Meslek Yüksekokulu;Mermer Teknolojisi;TYT;20;21;235,05209;315,90780;1;0;--;--;--;--;--;--;1;1;216,75589;216,75589;--;--;--;--
100451675;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;50;52;266,64185;315,76069;2;0;--;--;--;--;--;--;2;2;186,79056;197,61211;--;--;--;--
100452019;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Halkla Ýliþkiler ve Tanýtým;TYT;40;41;239,45991;279,23916;1;0;--;--;--;--;--;--;1;1;233,06970;233,06970;--;--;--;--
100450702;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Harita ve Kadastro;TYT;45;47;248,92784;343,94523;2;0;--;--;--;--;--;--;2;2;214,46918;218,18750;--;--;--;--
100451409;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Ýþletme Yönetimi;TYT;20;21;242,95577;275,04803;1;0;--;--;--;--;--;--;1;1;219,35728;219,35728;--;--;--;--
100490226;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Saðlýk Turizmi Ýþletmeciliði;TYT;30;31;248,29496;279,60892;1;0;--;--;--;--;--;--;1;1;204,84426;204,84426;--;--;--;--
100490228;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sandýklý Meslek Yüksekokulu;Seracýlýk;TYT;30;31;249,95242;373,07116;1;0;--;--;--;--;--;--;1;1;227,31826;227,31826;--;--;--;--
100451806;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sinanpaþa Meslek Yüksekokulu;Bilgisayar Programcýlýðý;TYT;50;52;266,52870;302,27556;2;0;--;--;--;--;--;--;2;2;172,03487;217,10122;--;--;--;--
100490227;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sinanpaþa Meslek Yüksekokulu;Ýnternet ve Að Teknolojileri;TYT;50;52;246,50419;333,68748;2;0;--;--;--;--;--;--;2;0;--;--;--;--;--;--
100450783;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sultandaðý Meslek Yüksekokulu;Bankacýlýk ve Sigortacýlýk;TYT;40;41;238,96740;278,92919;1;0;--;--;--;--;--;--;1;1;229,05448;229,05448;--;--;--;--
100450792;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sultandaðý Meslek Yüksekokulu;Gýda Teknolojisi;TYT;30;31;237,96166;324,07113;1;0;--;--;--;--;--;--;1;1;234,90668;234,90668;--;--;--;--
100451684;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Sultandaðý Meslek Yüksekokulu;Otobüs Kaptanlýðý;TYT;20;21;235,29629;290,01734;1;0;--;--;--;--;--;--;1;1;222,50011;222,50011;--;--;--;--
100451172;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Þuhut Meslek Yüksekokulu;Gýda Teknolojisi;TYT;45;47;240,55413;290,37375;2;0;--;--;--;--;--;--;2;2;216,11978;217,69393;--;--;--;--
100451912;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Þuhut Meslek Yüksekokulu;Laborant ve Veteriner Saðlýk;TYT;50;52;282,48978;346,94039;2;0;--;--;--;--;--;--;2;2;191,94792;220,84751;--;--;--;--
100490189;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Þuhut Meslek Yüksekokulu;Reklamcýlýk;TYT;25;26;241,57561;278,46150;1;0;--;--;--;--;--;--;1;1;209,64096;209,64096;--;--;--;--
100451693;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Uzaktan Eðitim Meslek Yüksekokulu;Bilgisayar Programcýlýðý (Uzaktan Öðretim);TYT;90;93;274,01873;366,25489;3;0;--;--;--;--;--;--;3;3;244,91833;262,82368;--;--;--;--
100451939;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Uzaktan Eðitim Meslek Yüksekokulu;Bilgisayar Teknolojisi (Uzaktan Öðretim);TYT;60;62;261,92145;348,76239;2;0;--;--;--;--;--;--;2;2;248,07213;253,12719;--;--;--;--
100451921;DEVLET;AFYON KOCATEPE ÜNÝVERSÝTESÝ (AFYONKARAHÝSAR);Uzaktan Eðitim Meslek Yüksekokulu;Harita ve Kadastro (Uzaktan Öðretim);TYT;50;52;316,92026;385,64946;2;0;--;--;--;--;--;--;2;2;291,36869;292,51930;--;--;--;--
112690288;DEVLET;AFYONKARAHÝSAR SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ;Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Aðýz ve Diþ Saðlýðý;TYT;60;60;332,27761;393,89705;2;2;254,96838;266,73380;--;--;--;--;2;2;239,03334;258,07946;--;--;--;--
112690179;DEVLET;AFYONKARAHÝSAR SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ;Atatürk Saðlýk Hizmetleri Meslek Yüksekokulu;Diyaliz;TYT;60;62;318,70224;347,48810;2;0;--;--;--;--;--;--;2;2;227,29740;251,43987;--;--;--;--
